date,open,close,high,low,volume
2025-01-02,47.92,46.2,48.12,45.9,55632723.0
2025-01-03,46.36,44.38,46.52,44.35,52588382.0
2025-01-06,44.31,44.31,45.31,43.93,29633705.0
2025-01-07,44.46,45.11,45.14,44.21,32861620.0
2025-01-08,44.91,44.99,45.4,43.64,42891922.0
2025-01-09,44.88,45.31,45.99,44.72,34173863.0
2025-01-10,45.4,44.7,46.0,44.7,34994356.0
2025-01-13,44.19,45.03,45.9,43.94,40848040.0
2025-01-14,45.15,46.91,47.07,44.79,57937658.0
2025-01-15,47.01,46.39,47.3,46.25,38361990.0
2025-01-16,46.88,48.06,49.7,46.86,87547566.0
2025-01-17,47.67,47.83,48.49,47.56,41830036.0
2025-01-20,48.41,47.71,48.59,47.56,34650296.0
2025-01-21,47.99,48.07,48.19,47.4,34932930.0
2025-01-22,48.1,47.69,48.25,47.58,29095696.0
2025-01-23,48.2,47.26,48.89,47.25,41093180.0
2025-01-24,47.25,49.71,50.38,47.15,89686371.0
2025-01-27,52.07,50.57,52.09,49.99,104405566.0
2025-02-05,52.89,54.31,54.88,52.89,160410284.0
2025-02-06,53.28,54.48,54.87,52.9,112250758.0
2025-02-07,54.37,54.18,55.57,53.34,134526628.0
2025-02-10,54.75,54.92,55.75,54.1,98021667.0
2025-02-11,54.8,53.8,54.92,53.69,83056444.0
2025-02-12,53.74,53.98,54.38,53.5,59296149.0
2025-02-13,53.98,52.67,54.13,52.49,72056236.0
2025-02-14,52.67,54.46,54.62,52.04,100622206.0
2025-02-17,55.16,54.93,56.0,54.31,96936358.0
2025-02-18,54.96,53.71,56.38,53.5,84373911.0
2025-02-19,53.79,54.3,54.7,53.28,59747657.0
2025-02-20,54.39,53.51,54.77,53.19,60260483.0
2025-02-21,53.79,55.48,55.86,53.62,112421930.0
2025-02-24,55.74,57.33,59.24,55.08,137723064.0
2025-02-25,55.88,55.5,56.58,55.38,84534004.0
2025-02-26,55.55,55.23,55.84,54.62,62590797.0
2025-02-27,55.59,54.2,56.68,53.39,76867354.0
2025-02-28,53.87,51.69,54.21,51.39,77654400.0
2025-03-03,51.99,51.35,52.36,50.96,45898356.0
2025-03-04,51.35,51.49,51.82,51.12,41841566.0
2025-03-05,51.62,51.68,51.84,50.98,37904182.0
2025-03-06,52.42,53.18,53.47,52.3,66294989.0
2025-03-07,53.18,52.26,53.38,52.0,47778544.0
2025-03-10,53.25,52.04,53.47,51.48,41813692.0
2025-03-11,51.29,51.87,51.88,51.16,34039339.0
