date,open,close,high,low,volume,money
2025-03-14,112.56,114.32,115.92,111.26,8820275.0,1006007510.36
2025-03-17,114.6,111.83,114.78,110.18,10641608.0,1197320839.35
2025-03-18,114.46,113.53,117.92,113.21,11068098.0,1277572310.56
2025-03-19,112.42,107.23,112.51,106.49,14973905.0,1625491069.15
2025-03-20,107.46,108.48,110.49,104.91,10914739.0,1179285641.95
2025-03-21,107.29,104.41,108.43,104.4,7497812.0,794633403.58
2025-03-24,104.41,103.03,105.4,100.43,7169932.0,734943043.5
2025-03-25,103.13,101.03,105.16,100.42,5618132.0,574735714.21
2025-03-26,101.03,100.09,102.07,98.88,5958147.0,595691376.93
2025-03-27,99.77,103.59,107.1,99.53,11190490.0,1170873848.6
2025-03-28,103.59,102.94,106.43,102.43,5279861.0,550067165.69
2025-03-31,101.42,107.04,107.54,100.93,11047243.0,1154552627.87
2025-04-01,107.06,101.94,108.93,101.43,8995487.0,938608069.17
2025-04-02,102.13,102.23,104.43,101.44,5605462.0,575150654.68
2025-04-03,100.92,101.69,104.27,100.46,4868815.0,498947439.1
2025-04-07,94.94,88.3,98.74,84.96,13921300.0,1277385254.83
2025-04-08,88.88,88.12,91.94,85.8,9416107.0,831286853.42
2025-04-09,86.12,89.32,90.63,81.83,9477952.0,829958134.71
2025-04-10,91.94,88.94,94.32,88.52,10472287.0,952472662.43
2025-04-11,87.69,88.89,92.32,87.24,8253732.0,736488502.7
2025-04-14,89.91,89.76,92.8,88.8,7391256.0,669471218.83
2025-04-15,89.04,87.94,90.81,86.71,5813809.0,510929119.32
2025-04-16,87.11,87.59,88.44,84.44,6979449.0,605114812.27
2025-04-17,86.93,88.05,90.64,86.83,6847423.0,608559496.51
2025-04-18,88.39,88.04,89.29,87.02,4464029.0,394105752.1
2025-04-21,87.43,90.09,91.82,86.94,6570827.0,586940698.48
2025-04-22,90.09,87.94,90.44,87.14,6107849.0,539269746.33
2025-04-23,88.89,89.72,91.14,88.62,6035872.0,543633092.4
2025-04-24,89.74,88.86,90.59,87.14,6625837.0,586930125.01
2025-04-25,90.33,94.83,95.94,90.33,12926535.0,1216774151.73
2025-04-28,94.8,92.94,95.82,91.52,9332101.0,868201019.6
2025-04-29,92.94,97.14,97.95,91.84,8670126.0,829756535.26
2025-04-30,97.22,98.0,98.59,96.09,7716980.0,752554709.62
2025-05-06,99.5,100.54,101.5,97.28,8439508.0,842151364.04
2025-05-07,101.93,97.45,102.48,95.74,8052233.0,793502242.35
2025-05-08,96.96,97.44,97.93,96.46,4611865.0,448176000.89
2025-05-09,97.45,95.44,99.37,94.14,6372565.0,610452054.64
2025-05-12,95.54,95.05,97.24,93.94,7146906.0,679703326.6
2025-05-13,95.54,95.4,97.61,94.8,4162393.0,399977988.58
2025-05-14,95.29,95.01,98.52,94.44,5601999.0,536976734.73
2025-05-15,94.57,93.97,95.83,93.59,4193832.0,395862199.58
2025-05-16,93.31,93.95,95.44,93.14,2711582.0,255769937.85
2025-05-19,93.64,91.48,94.32,90.51,6860004.0,630426662.44
2025-05-20,91.48,91.99,93.43,91.07,5058365.0,466910515.52
2025-05-21,91.77,92.13,92.99,90.97,3609711.0,331691939.04
2025-05-22,91.94,90.41,92.93,90.41,4455362.0,406540862.06
2025-05-23,89.95,90.19,91.43,89.95,3566497.0,323500908.08
2025-05-26,89.84,90.6,91.79,88.89,2642979.0,238748594.01
2025-05-27,90.77,87.69,90.77,87.04,5801773.0,511249985.09
2025-05-28,87.69,86.75,88.2,85.8,3436577.0,298479766.28
2025-05-29,87.02,89.85,89.93,86.43,4190591.0,370839657.46
2025-05-30,89.45,89.24,90.44,87.87,3003629.0,267444893.46
2025-06-03,89.9,90.11,92.15,89.46,3914262.0,356048617.75
2025-06-04,91.18,92.36,92.62,90.14,4241213.0,389281364.08
2025-06-05,92.36,96.45,96.84,92.16,6378298.0,607943949.36
2025-06-06,96.6,98.0,99.92,95.92,5427361.0,531031958.37
2025-06-09,98.39,99.13,101.24,96.64,5134284.0,508399936.32
2025-06-10,99.04,93.46,99.04,91.64,7462160.0,701565806.0
2025-06-11,92.85,92.09,93.87,91.71,3955696.0,365793152.2
2025-06-12,90.94,91.34,92.44,90.52,4111443.0,376240481.67
2025-06-13,90.66,90.18,92.88,88.51,9394054.0,843370853.38
2025-06-16,88.22,90.55,91.74,88.22,4122281.0,374416409.97
2025-06-17,90.63,90.04,91.28,88.56,3968378.0,355992372.57
2025-06-18,89.83,90.87,91.98,89.56,2628195.0,238313955.64
2025-06-19,90.61,89.17,91.49,88.5,3556647.0,318868777.38
2025-06-20,88.94,88.4,88.94,86.8,3833576.0,335985930.5
2025-06-23,87.63,87.88,88.38,86.58,3949776.0,346611143.3
2025-06-24,88.37,89.88,90.26,88.0,4081166.0,364303084.32
2025-06-25,90.5,95.4,95.48,90.0,6863934.0,638080187.86
2025-06-26,95.4,94.0,96.18,93.16,4627943.0,438140007.7
2025-06-27,94.0,93.08,95.13,92.09,3760516.0,351539848.96
2025-06-30,93.29,94.18,95.22,92.95,4030669.0,379237694.21
2025-07-01,94.12,92.41,94.45,91.76,3959647.0,366531109.84
2025-07-02,91.49,90.61,91.99,90.51,2961289.0,269524231.45
2025-07-03,90.61,90.37,91.5,89.51,3341716.0,301901890.54
2025-07-04,90.27,89.33,91.45,89.06,3758200.0,339607304.0
2025-07-07,88.9,88.43,89.46,87.7,3345680.0,295642091.44
2025-07-08,88.44,88.98,89.36,88.03,5628665.0,499232057.55
2025-07-09,88.51,88.66,90.7,88.41,3804120.0,339822344.13
2025-07-10,88.6,87.81,88.69,86.25,4833659.0,422635567.95
2025-07-11,87.64,89.28,90.18,87.33,4477869.0,398260913.37
2025-07-14,89.35,89.83,90.3,88.8,3865280.0,346039242.95
2025-07-15,89.4,93.99,94.21,88.95,8192669.0,752801807.58
2025-07-16,94.0,94.89,98.5,93.8,9255228.0,888788923.66
2025-07-17,93.98,95.1,95.62,92.51,5151879.0,484401010.94
2025-07-18,97.88,103.0,104.69,97.8,16611886.0,1691951037.4
2025-07-21,104.83,101.84,105.08,100.44,9155960.0,937091893.88
2025-07-22,101.0,102.6,103.85,100.33,7098019.0,728076456.02
2025-07-23,101.7,101.59,102.9,100.4,5345774.0,543049352.39
2025-07-24,100.9,103.44,104.1,100.79,6141940.0,629420595.2
2025-07-25,103.4,103.65,105.53,101.77,6560955.0,681009852.5
2025-07-28,104.7,102.76,104.8,101.35,4344400.0,445405801.03
2025-07-29,102.01,102.34,103.8,101.08,4568836.0,467925879.32
2025-07-30,102.49,101.17,103.41,99.2,5771969.0,584794224.52
2025-07-31,101.0,108.0,111.5,100.88,13811324.0,1480767538.25
2025-08-01,109.48,111.43,113.8,106.66,13638329.0,1508300627.43
2025-08-04,111.0,109.43,111.29,107.0,7362935.0,803248727.01
2025-08-05,109.42,108.96,112.57,108.06,5528863.0,606590016.48
2025-08-06,108.07,109.39,109.8,107.23,4721855.0,512147482.95
2025-08-07,109.39,107.65,110.74,105.03,6834107.0,730897165.93
2025-08-08,104.62,103.38,106.9,103.02,5986105.0,625140483.72
2025-08-11,103.18,104.15,105.58,103.01,4346635.0,453038145.05
2025-08-12,104.0,103.2,104.05,102.05,3652779.0,376973799.02
2025-08-13,103.4,105.18,106.68,103.0,5930143.0,623017467.5
2025-08-14,105.62,102.94,106.28,102.6,4693365.0,490618387.48
2025-08-15,102.15,102.53,104.06,101.47,5171046.0,532205271.97
2025-08-18,102.87,105.64,107.4,102.87,7247966.0,767486960.31
2025-08-19,105.66,104.01,106.58,103.29,6250632.0,656312812.32
2025-08-20,103.7,103.3,103.7,99.8,8068944.0,820261759.99
2025-08-21,102.18,104.06,105.48,102.18,6057537.0,631981040.18
2025-08-22,106.18,119.85,121.95,103.12,20152445.0,2265248054.36
2025-08-25,119.39,122.21,123.63,116.5,16757749.0,2022868732.71
2025-08-26,122.23,122.97,125.1,120.01,11296380.0,1386416472.03
2025-08-27,129.9,123.8,133.96,123.8,16397391.0,2108142781.51
2025-08-28,122.33,125.0,127.54,120.92,14875735.0,1836118189.98
2025-08-29,125.1,129.5,133.98,123.01,13694733.0,1764015846.88
2025-09-01,131.0,128.06,133.66,124.69,11849624.0,1524055749.43
2025-09-02,126.5,127.36,132.99,125.77,10450324.0,1341252994.54
2025-09-03,126.49,117.1,127.27,116.65,14400976.0,1745753706.7
2025-09-04,117.11,112.02,118.5,110.15,11517606.0,1319459468.63
2025-09-05,113.15,112.65,113.46,107.0,9454042.0,1046356479.29
2025-09-08,113.52,112.8,113.66,109.07,9458966.0,1053765385.11
2025-09-09,112.54,110.18,113.3,109.57,5187886.0,576800248.38
2025-09-10,112.26,110.42,115.89,110.27,8228471.0,928461467.08
2025-09-11,112.0,118.3,118.32,108.75,11148494.0,1272931060.45
2025-09-12,120.0,121.0,127.15,116.07,15716027.0,1931187383.93
2025-09-15,121.3,125.73,126.0,118.02,14446581.0,1756827774.94
2025-09-16,123.22,122.06,124.0,120.0,11464285.0,1392528554.39
2025-09-17,121.48,121.48,123.79,118.88,8048069.0,978898033.64
2025-09-18,122.02,121.0,126.71,118.88,11201558.0,1380660387.99
2025-09-19,121.0,119.13,123.29,117.72,7924252.0,949099701.46
2025-09-22,119.0,120.44,122.88,117.1,6142690.0,740474870.55
2025-09-23,120.92,115.21,121.8,112.71,9031805.0,1048671994.52
2025-09-24,114.36,120.02,120.66,114.15,7934349.0,935545373.88
2025-09-25,120.2,123.46,127.46,119.15,10229974.0,1273610253.53
2025-09-26,123.21,118.33,123.26,117.8,7003889.0,840517445.69
2025-09-29,118.5,118.75,120.0,115.05,6011476.0,708418271.54
2025-09-30,120.88,125.5,127.41,120.38,9281173.0,1161110059.64
2025-10-09,125.0,125.03,127.29,122.22,8360440.0,1042748312.16
2025-10-10,122.98,114.04,123.29,113.4,11596847.0,1362160591.78
2025-10-13,108.0,114.0,118.8,108.0,7406332.0,848339359.3
2025-10-14,114.6,108.18,115.15,106.71,8234322.0,909311311.54
2025-10-15,108.19,108.24,109.85,106.4,4952368.0,536605040.55
2025-10-16,107.5,106.02,107.88,105.21,5876389.0,624130963.55
2025-10-17,105.8,103.55,106.5,103.0,4468640.0,466333488.93
2025-10-20,106.0,104.51,106.95,103.9,4328816.0,456118858.26
2025-10-21,105.6,105.74,106.77,104.6,4374026.0,462878993.03
2025-10-22,104.8,104.36,105.8,103.8,3811641.0,398377706.79
2025-10-23,105.47,105.39,106.28,103.06,4013299.0,419059222.82
2025-10-24,105.0,107.42,107.57,105.0,4888770.0,521745611.7
2025-10-27,108.86,112.88,114.28,108.02,9430595.0,1054146526.14
2025-10-28,117.0,114.07,118.4,111.77,13428724.0,1546685509.24
2025-10-29,115.01,114.69,115.99,112.66,7751736.0,886460155.49
2025-10-30,114.0,115.3,119.0,112.95,8942557.0,1040552904.8
2025-10-31,115.51,131.0,132.24,115.4,20903550.0,2624506340.02
2025-11-03,133.01,133.99,135.0,129.18,19624464.0,2599169715.17
2025-11-04,130.0,128.93,131.62,127.55,12571678.0,1623188725.35
2025-11-05,124.98,123.08,127.11,119.63,13706958.0,1683992781.96
2025-11-06,123.0,126.61,128.36,121.03,11316294.0,1414506242.91
2025-11-07,126.02,122.12,127.41,121.78,8430416.0,1041524298.03
2025-11-10,123.0,121.69,124.79,119.09,8852112.0,1073541444.28
2025-11-11,120.15,120.09,123.0,118.68,7094780.0,854397103.97
2025-11-12,119.04,118.0,120.09,116.51,6293184.0,741482123.18
2025-11-13,117.82,122.0,122.8,117.16,7587240.0,918396879.57
2025-11-14,120.73,117.0,121.61,117.0,4590539.0,545966704.07
2025-11-17,117.06,119.66,120.88,116.1,5841550.0,696347215.44
2025-11-18,119.0,120.17,123.0,117.0,7875841.0,944020205.5
2025-11-19,120.75,117.4,121.4,116.46,5574063.0,657729029.06
2025-11-20,117.57,115.2,119.0,114.55,4240405.0,490349210.05
2025-11-21,113.67,111.9,116.33,111.88,5208605.0,591600786.68
2025-11-24,112.21,115.79,117.25,109.65,5760885.0,657376179.72
2025-11-25,115.96,115.57,119.5,115.01,5458053.0,639381426.78
2025-11-26,115.64,117.0,119.82,114.21,6007026.0,706994686.54
2025-11-27,118.41,115.77,118.6,115.0,4190001.0,488103904.52
2025-11-28,115.02,115.06,116.88,113.8,3970115.0,456107403.82
2025-12-01,115.18,116.63,117.36,113.1,4697294.0,544044971.66
2025-12-02,117.5,115.15,117.9,113.4,4676680.0,536773782.48
2025-12-03,114.41,113.01,114.9,112.45,3141032.0,355760786.1
2025-12-04,113.5,112.89,113.84,111.1,2616564.0,294037378.26
2025-12-05,113.0,112.54,113.24,110.52,3728153.0,417097039.77
2025-12-08,112.71,113.28,114.7,112.55,3452678.0,392853053.74
2025-12-09,113.1,112.36,114.95,111.11,3869044.0,436415044.35
2025-12-10,111.94,112.64,113.22,110.08,3055970.0,341269943.41
2025-12-11,112.94,110.65,113.2,110.58,2688215.0,299656059.68
2025-12-12,110.7,114.7,115.55,110.5,5824342.0,662052483.76
2025-12-15,113.81,112.63,114.66,111.61,3534756.0,399288850.79
2025-12-16,112.8,110.06,113.3,109.8,3096718.0,342168892.72
2025-12-17,110.0,112.5,112.96,109.8,3790460.0,422496026.83
2025-12-18,112.32,112.3,113.88,111.4,2793203.0,315281686.33
2025-12-19,112.39,110.92,113.74,110.72,3447187.0,384677691.51
2025-12-22,111.32,110.78,111.8,110.0,3645164.0,403626330.95
2025-12-23,112.8,108.8,113.5,108.0,5388894.0,590138213.6
2025-12-24,107.98,109.53,109.98,107.13,2947309.0,322051215.19
2025-12-25,109.03,110.73,112.0,108.84,2517810.0,278780061.88
2025-12-26,110.81,113.4,116.15,110.5,4812733.0,548063846.24
2025-12-29,113.43,113.15,115.16,112.0,4538620.0,515315635.82
2025-12-30,113.21,113.4,114.61,112.8,3055767.0,347799036.49
2025-12-31,113.41,115.16,116.6,113.24,5665043.0,652412264.1
